0.000000000000000000e+00;0.000000000000000000e+00
1.002004008016032024e-02;4.008016032064128098e-02
2.004008016032064049e-02;8.016032064128256196e-02
3.006012024048096073e-02;1.202404809619238429e-01
4.008016032064128098e-02;1.603206412825651239e-01
5.010020040080159776e-02;2.004008016032063910e-01
6.012024048096192147e-02;2.404809619238476859e-01
7.014028056112224518e-02;2.805611222444889807e-01
8.016032064128256196e-02;3.206412825651302478e-01
9.018036072144287874e-02;3.607214428857715149e-01
1.002004008016031955e-01;4.008016032064127820e-01
1.102204408817635262e-01;4.408817635270541047e-01
1.202404809619238429e-01;4.809619238476953718e-01
1.302605210420841597e-01;5.210420841683366389e-01
1.402805611222444904e-01;5.611222444889779615e-01
1.503006012024047933e-01;6.012024048096191731e-01
1.603206412825651239e-01;6.412825651302604957e-01
1.703406813627254546e-01;6.813627254509018183e-01
1.803607214428857575e-01;7.214428857715430299e-01
1.903807615230460881e-01;7.615230460921843525e-01
2.004008016032063910e-01;8.016032064128255641e-01
2.104208416833667217e-01;8.416833667334668867e-01
2.204408817635270523e-01;8.817635270541082093e-01
2.304609218436873552e-01;9.218436873747494209e-01
2.404809619238476859e-01;9.619238476953907435e-01
2.505010020040079888e-01;1.002004008016031955e+00
2.605210420841683194e-01;1.042084168336673278e+00
2.705410821643286501e-01;1.082164328657314600e+00
2.805611222444889807e-01;1.122244488977955923e+00
2.905811623246493114e-01;1.162324649298597246e+00
3.006012024048095865e-01;1.202404809619238346e+00
3.106212424849699172e-01;1.242484969939879669e+00
3.206412825651302478e-01;1.282565130260520991e+00
3.306613226452905785e-01;1.322645290581162314e+00
3.406813627254509091e-01;1.362725450901803637e+00
3.507014028056111843e-01;1.402805611222444737e+00
3.607214428857715149e-01;1.442885771543086060e+00
3.707414829659318456e-01;1.482965931863727382e+00
3.807615230460921762e-01;1.523046092184368705e+00
3.907815631262525069e-01;1.563126252505010028e+00
4.008016032064127820e-01;1.603206412825651128e+00
4.108216432865731127e-01;1.643286573146292451e+00
4.208416833667334433e-01;1.683366733466933773e+00
4.308617234468937740e-01;1.723446893787575096e+00
4.408817635270541047e-01;1.763527054108216419e+00
4.509018036072144353e-01;1.803607214428857741e+00
4.609218436873747105e-01;1.843687374749498842e+00
4.709418837675350411e-01;1.883767535070140164e+00
4.809619238476953718e-01;1.923847695390781487e+00
4.909819639278557024e-01;1.963927855711422810e+00
5.010020040080159776e-01;1.995991983967936090e+00
5.110220440881763082e-01;1.955911823647294767e+00
5.210420841683366389e-01;1.915831663326653445e+00
5.310621242484969695e-01;1.875751503006012122e+00
5.410821643286573002e-01;1.835671342685370799e+00
5.511022044088176308e-01;1.795591182364729477e+00
5.611222444889779615e-01;1.755511022044088154e+00
5.711422845691382921e-01;1.715430861723446831e+00
5.811623246492986228e-01;1.675350701402805509e+00
5.911823647294588424e-01;1.635270541082164630e+00
6.012024048096191731e-01;1.595190380761523308e+00
6.112224448897795037e-01;1.555110220440881985e+00
6.212424849699398344e-01;1.515030060120240663e+00
6.312625250501001650e-01;1.474949899799599340e+00
6.412825651302604957e-01;1.434869739478958017e+00
6.513026052104208263e-01;1.394789579158316695e+00
6.613226452905811570e-01;1.354709418837675372e+00
6.713426853707414876e-01;1.314629258517034049e+00
6.813627254509018183e-01;1.274549098196392727e+00
6.913827655310621489e-01;1.234468937875751404e+00
7.014028056112223686e-01;1.194388777555110526e+00
7.114228456913826992e-01;1.154308617234469203e+00
7.214428857715430299e-01;1.114228456913827880e+00
7.314629258517033605e-01;1.074148296593186558e+00
7.414829659318636912e-01;1.034068136272545235e+00
7.515030060120240218e-01;9.939879759519039126e-01
7.615230460921843525e-01;9.539078156312625900e-01
7.715430861723446831e-01;9.138276553106212674e-01
7.815631262525050138e-01;8.737474949899799448e-01
7.915831663326653445e-01;8.336673346693386222e-01
8.016032064128255641e-01;7.935871743486977437e-01
8.116232464929858947e-01;7.535070140280564210e-01
8.216432865731462254e-01;7.134268537074150984e-01
8.316633266533065560e-01;6.733466933867737758e-01
8.416833667334668867e-01;6.332665330661324532e-01
8.517034068136272174e-01;5.931863727454911306e-01
8.617234468937875480e-01;5.531062124248498080e-01
8.717434869739478787e-01;5.130260521042084854e-01
8.817635270541082093e-01;4.729458917835671627e-01
8.917835671342685400e-01;4.328657314629258401e-01
9.018036072144288706e-01;3.927855711422845175e-01
9.118236472945890903e-01;3.527054108216436390e-01
9.218436873747494209e-01;3.126252505010023164e-01
9.318637274549097516e-01;2.725450901803609938e-01
9.418837675350700822e-01;2.324649298597196712e-01
9.519038076152304129e-01;1.923847695390783485e-01
9.619238476953907435e-01;1.523046092184370259e-01
9.719438877755510742e-01;1.122244488977957033e-01
9.819639278557114048e-01;7.214428857715438070e-02
9.919839679358717355e-01;3.206412825651305809e-02
1.002004008016031955e+00;-8.016032064127820433e-03
1.012024048096192397e+00;-4.809619238476958714e-02
1.022044088176352616e+00;-8.817635270541046566e-02
1.032064128256513058e+00;-1.282565130260522324e-01
1.042084168336673278e+00;-1.683366733466931109e-01
1.052104208416833719e+00;-2.084168336673348776e-01
1.062124248496993939e+00;-2.484969939879757561e-01
1.072144288577154159e+00;-2.885771543086166346e-01
1.082164328657314600e+00;-3.286573146292584013e-01
1.092184368737474820e+00;-3.687374749498992799e-01
1.102204408817635262e+00;-4.088176352705410466e-01
1.112224448897795481e+00;-4.488977955911819251e-01
1.122244488977955923e+00;-4.889779559118236918e-01
1.132264529058116143e+00;-5.290581162324645703e-01
1.142284569138276584e+00;-5.691382765531063370e-01
1.152304609218436804e+00;-6.092184368737472155e-01
1.162324649298597246e+00;-6.492985971943889822e-01
1.172344689378757465e+00;-6.893787575150298608e-01
1.182364729458917685e+00;-7.294589178356707393e-01
1.192384769539078126e+00;-7.695390781563125060e-01
1.202404809619238346e+00;-8.096192384769533845e-01
1.212424849699398788e+00;-8.496993987975951512e-01
1.222444889779559007e+00;-8.897795591182360297e-01
1.232464929859719449e+00;-9.298597194388777964e-01
1.242484969939879669e+00;-9.699398797595186750e-01
1.252505010020040110e+00;-1.010020040080160442e+00
1.262525050100200330e+00;-1.050100200400801320e+00
1.272545090180360772e+00;-1.090180360721443087e+00
1.282565130260520991e+00;-1.130260521042083965e+00
1.292585170340681211e+00;-1.170340681362724844e+00
1.302605210420841653e+00;-1.210420841683366611e+00
1.312625250501001872e+00;-1.250501002004007489e+00
1.322645290581162314e+00;-1.290581162324649256e+00
1.332665330661322534e+00;-1.330661322645290134e+00
1.342685370741482975e+00;-1.370741482965931901e+00
1.352705410821643195e+00;-1.410821643286572780e+00
1.362725450901803637e+00;-1.450901803607214546e+00
1.372745490981963856e+00;-1.490981963927855425e+00
1.382765531062124298e+00;-1.531062124248497192e+00
1.392785571142284518e+00;-1.571142284569138070e+00
1.402805611222444737e+00;-1.611222444889778949e+00
1.412825651302605179e+00;-1.651302605210420715e+00
1.422845691382765398e+00;-1.691382765531061594e+00
1.432865731462925840e+00;-1.731462925851703361e+00
1.442885771543086060e+00;-1.771543086172344239e+00
1.452905811623246501e+00;-1.811623246492986006e+00
1.462925851703406721e+00;-1.851703406813626884e+00
1.472945891783567163e+00;-1.891783567134268651e+00
1.482965931863727382e+00;-1.931863727454909530e+00
1.492985971943887824e+00;-1.971943887775551296e+00
1.503006012024048044e+00;-1.987975951903807825e+00
1.513026052104208263e+00;-1.947895791583166947e+00
1.523046092184368705e+00;-1.907815631262525180e+00
1.533066132264528925e+00;-1.867735470941884302e+00
1.543086172344689366e+00;-1.827655310621242535e+00
1.553106212424849586e+00;-1.787575150300601656e+00
1.563126252505010028e+00;-1.747494989979959890e+00
1.573146292585170247e+00;-1.707414829659319011e+00
1.583166332665330689e+00;-1.667334669338677244e+00
1.593186372745490909e+00;-1.627254509018036366e+00
1.603206412825651128e+00;-1.587174348697395487e+00
1.613226452905811570e+00;-1.547094188376753721e+00
1.623246492985971789e+00;-1.507014028056112842e+00
1.633266533066132231e+00;-1.466933867735471075e+00
1.643286573146292451e+00;-1.426853707414830197e+00
1.653306613226452892e+00;-1.386773547094188430e+00
